Category,Product Name,Product Description,Vendor Name,Price per Unit,Min Quantity,Max Quantity per Shipment,Earliest Delivery
Electronics,Wireless Mouse (Ergonomic 2.4G wireless mouse),Ergonomic 2.4G wireless mouse,Bosch Electronics,46.99,14,116,Within a month
Electronics,Wireless Mouse (Ergonomic 2.4G wireless mouse),Ergonomic 2.4G wireless mouse,CircuitSphere,69.85,14,77,Within a month
Electronics,Wireless Mouse (Ergonomic 2.4G wireless mouse),Ergonomic 2.4G wireless mouse,LG,117.92,3,170,Within a month
Electronics,Wireless Mouse (Ergonomic 2.4G wireless mouse),Ergonomic 2.4G wireless mouse,Texas Instruments,57.81,7,188,Within a month
Electronics,Wireless Mouse (Ergonomic 2.4G wireless mouse),Ergonomic 2.4G wireless mouse,Texas Instruments,113.66,11,218,Within a month
Electronics,Wireless Mouse (Ergonomic 2.4G wireless mouse),Ergonomic 2.4G wireless mouse,Panasonic,82.06,2,372,Within a month
Electronics,Wireless Mouse (Ergonomic 2.4G wireless mouse),Ergonomic 2.4G wireless mouse,Bosch Electronics,112.14,10,233,2 weeks
Electronics,Wireless Mouse (Ergonomic 2.4G wireless mouse),Ergonomic 2.4G wireless mouse,LG,27.73,17,94,Within a week
Electronics,Wireless Mouse (Ergonomic 2.4G wireless mouse),Ergonomic 2.4G wireless mouse,Sony,32.68,6,197,Within a month
Electronics,Wireless Mouse (Ergonomic 2.4G wireless mouse),Ergonomic 2.4G wireless mouse,ElectroNova Labs,78.96,19,404,Within a month
Electronics,Wireless Mouse (Ergonomic 2.4G wireless mouse),Ergonomic 2.4G wireless mouse,NanoByte Innovations,31.82,1,103,2 weeks
Electronics,Wireless Mouse (Ergonomic 2.4G wireless mouse),Ergonomic 2.4G wireless mouse,Texas Instruments,49.19,7,297,Within a week
Electronics,Wireless Mouse (Ergonomic 2.4G wireless mouse),Ergonomic 2.4G wireless mouse,Panasonic,51.2,17,41,Within a week
Electronics,Wireless Mouse (Ergonomic 2.4G wireless mouse),Ergonomic 2.4G wireless mouse,Panasonic,22.62,5,44,Within a week
Electronics,Wireless Mouse (Ergonomic 2.4G wireless mouse),Ergonomic 2.4G wireless mouse,Samsung,28.55,5,335,2 weeks
Electronics,Wireless Mouse (Ergonomic 2.4G wireless mouse),Ergonomic 2.4G wireless mouse,Intel,98.16,4,391,Within a month
Electronics,Wireless Mouse (Ergonomic 2.4G wireless mouse),Ergonomic 2.4G wireless mouse,Bosch Electronics,101.11,3,297,2 weeks
Electronics,Wireless Mouse (Ergonomic 2.4G wireless mouse),Ergonomic 2.4G wireless mouse,ElectroNova Labs,118.04,3,185,Within a month
Electronics,Wireless Mouse (Ergonomic 2.4G wireless mouse),Ergonomic 2.4G wireless mouse,Bosch Electronics,114.79,19,325,Within a month
Electronics,Wireless Mouse (Ergonomic 2.4G wireless mouse),Ergonomic 2.4G wireless mouse,Samsung,80.53,10,433,2 weeks
Electronics,Wireless Mouse (Ergonomic 2.4G wireless mouse),Ergonomic 2.4G wireless mouse,Intel,95.59,8,337,Within a month
Electronics,Wireless Mouse (Ergonomic 2.4G wireless mouse),Ergonomic 2.4G wireless mouse,Texas Instruments,77.29,13,48,2 weeks
Electronics,Wireless Mouse (Ergonomic 2.4G wireless mouse),Ergonomic 2.4G wireless mouse,Sony,54.13,20,59,Within a month
Electronics,Wireless Mouse (Ergonomic 2.4G wireless mouse),Ergonomic 2.4G wireless mouse,Bosch Electronics,58.12,16,143,Within a day
Electronics,Wireless Mouse (Ergonomic 2.4G wireless mouse),Ergonomic 2.4G wireless mouse,Samsung,118.34,2,325,Within a month
Electronics,Wireless Mouse (Ergonomic 2.4G wireless mouse),Ergonomic 2.4G wireless mouse,Samsung,112.66,15,143,Within a week
Electronics,Wireless Mouse (Ergonomic 2.4G wireless mouse),Ergonomic 2.4G wireless mouse,NanoByte Innovations,73.21,13,128,2 weeks
Electronics,Wireless Mouse (Ergonomic 2.4G wireless mouse),Ergonomic 2.4G wireless mouse,CircuitSphere,104.58,17,44,Within a week
Electronics,Wireless Mouse (Ergonomic 2.4G wireless mouse),Ergonomic 2.4G wireless mouse,NanoByte Innovations,83.67,5,478,Within a day
Electronics,Wireless Mouse (Ergonomic 2.4G wireless mouse),Ergonomic 2.4G wireless mouse,Intel,118.25,14,287,Within a month
Electronics,Wireless Mouse (Ergonomic 2.4G wireless mouse),Ergonomic 2.4G wireless mouse,Bosch Electronics,86.37,6,156,Within a month
Electronics,Wireless Mouse (Ergonomic 2.4G wireless mouse),Ergonomic 2.4G wireless mouse,Samsung,78.32,5,220,2 weeks
Electronics,Wireless Mouse (Ergonomic 2.4G wireless mouse),Ergonomic 2.4G wireless mouse,NanoByte Innovations,95.82,20,385,Within a day
Electronics,Wireless Mouse (Ergonomic 2.4G wireless mouse),Ergonomic 2.4G wireless mouse,Texas Instruments,109.62,8,314,Within a week
Electronics,Wireless Mouse (Ergonomic 2.4G wireless mouse),Ergonomic 2.4G wireless mouse,Texas Instruments,114.45,16,114,2 weeks
Electronics,Wireless Mouse (Ergonomic 2.4G wireless mouse),Ergonomic 2.4G wireless mouse,LG,102.43,4,151,Within a month
